,country,time-period,energy-balance,value(GWH)
15146,Latvia,2019-07,Exports to EU,351.0
15147,Latvia,2019-08,Exports to EU,312.0
15148,Latvia,2019-09,Exports to EU,291.0
15149,Latvia,2019-10,Exports to EU,164.0
15150,Latvia,2019-11,Exports to EU,197.0
15151,Latvia,2019-12,Exports to EU,238.0
15152,Latvia,2020-01,Exports to EU,315.0
15153,Latvia,2020-02,Exports to EU,308.0
15154,Latvia,2020-03,Exports to EU,276.0
15155,Latvia,2020-04,Exports to EU,153.0
15156,Latvia,2020-05,Exports to EU,223.0
15157,Latvia,2020-06,Exports to EU,259.0
15158,Latvia,2020-07,Exports to EU,223.0
15159,Latvia,2020-08,Exports to EU,160.0
15160,Latvia,2020-09,Exports to EU,213.0
15161,Latvia,2020-10,Exports to EU,124.0
15162,Latvia,2020-11,Exports to EU,118.0
15163,Latvia,2020-12,Exports to EU,153.0
15164,Latvia,2021-01,Exports to EU,213.0
15165,Latvia,2021-02,Exports to EU,226.0
15166,Latvia,2021-03,Exports to EU,324.0
15167,Latvia,2021-04,Exports to EU,360.0
15168,Latvia,2021-05,Exports to EU,228.0
15169,Latvia,2021-06,Exports to EU,188.0
15170,Latvia,2021-07,Exports to EU,200.0
15171,Latvia,2021-08,Exports to EU,195.0
15172,Latvia,2021-09,Exports to EU,315.0
15173,Latvia,2021-10,Exports to EU,209.0
15174,Latvia,2021-11,Exports to EU,138.0
15175,Latvia,2021-12,Exports to EU,243.0
15176,Latvia,2022-01,Exports to EU,113.0
15177,Latvia,2022-02,Exports to EU,154.0
15178,Latvia,2022-03,Exports to EU,321.0
15179,Latvia,2022-04,Exports to EU,369.0
15180,Latvia,2022-05,Exports to EU,272.0
15181,Moldova,2020-01,Exports to EU,0.0
15182,Moldova,2020-02,Exports to EU,0.0
15183,Moldova,2020-03,Exports to EU,0.0
15184,Moldova,2020-04,Exports to EU,0.0
15185,Moldova,2020-05,Exports to EU,0.0
15186,Moldova,2020-06,Exports to EU,0.0
15187,Moldova,2020-07,Exports to EU,0.0
15188,Moldova,2020-08,Exports to EU,0.0
15189,Moldova,2020-09,Exports to EU,0.0
15190,Moldova,2020-10,Exports to EU,0.0
15191,Moldova,2020-11,Exports to EU,0.0
15192,Moldova,2020-12,Exports to EU,0.0
15193,Moldova,2021-01,Exports to EU,0.0
15194,Moldova,2021-02,Exports to EU,0.0
15195,Moldova,2021-03,Exports to EU,0.0
15196,Moldova,2021-04,Exports to EU,0.0
15197,Moldova,2021-05,Exports to EU,0.0
15198,Moldova,2021-06,Exports to EU,0.0
15199,Moldova,2021-07,Exports to EU,0.0
15200,Moldova,2021-08,Exports to EU,0.0
15201,Moldova,2021-09,Exports to EU,0.0
15202,Moldova,2021-10,Exports to EU,0.0
15203,Moldova,2021-11,Exports to EU,0.0
15204,Moldova,2021-12,Exports to EU,0.0
15205,Moldova,2022-01,Exports to EU,0.0
15206,Moldova,2022-02,Exports to EU,0.0
15207,Moldova,2022-03,Exports to EU,0.0
15208,Moldova,2022-04,Exports to EU,0.0
15209,Moldova,2022-05,Exports to EU,0.0
15210,Montenegro,2017-01,Exports to EU,0.0
15211,Montenegro,2017-02,Exports to EU,0.0
15212,Montenegro,2017-03,Exports to EU,0.0
15213,Montenegro,2017-04,Exports to EU,0.0
15214,Montenegro,2017-05,Exports to EU,0.0
15215,Montenegro,2017-06,Exports to EU,0.0
15216,Montenegro,2017-07,Exports to EU,0.0
15217,Montenegro,2017-08,Exports to EU,0.0
15218,Montenegro,2017-09,Exports to EU,0.0
15219,Montenegro,2017-10,Exports to EU,0.0
15220,Montenegro,2017-11,Exports to EU,0.0
15221,Montenegro,2017-12,Exports to EU,0.0
15222,Montenegro,2018-01,Exports to EU,0.0
15223,Montenegro,2018-02,Exports to EU,0.0
15224,Montenegro,2018-03,Exports to EU,0.0
15225,Montenegro,2018-04,Exports to EU,0.0
15226,Montenegro,2018-05,Exports to EU,0.0
15227,Montenegro,2018-06,Exports to EU,0.0
15228,Montenegro,2018-07,Exports to EU,0.0
15229,Montenegro,2018-08,Exports to EU,0.0
15230,Montenegro,2018-09,Exports to EU,0.0
15231,Montenegro,2018-10,Exports to EU,0.0
15232,Montenegro,2018-11,Exports to EU,0.0
15233,Montenegro,2018-12,Exports to EU,0.0
15234,Montenegro,2019-01,Exports to EU,0.0
15235,Montenegro,2019-02,Exports to EU,0.0
15236,Montenegro,2019-03,Exports to EU,0.0
15237,Montenegro,2019-04,Exports to EU,0.0
15238,North Macedonia,2017-01,Exports to EU,57.647
15239,North Macedonia,2017-02,Exports to EU,124.831
15240,North Macedonia,2017-03,Exports to EU,266.813
15241,North Macedonia,2017-04,Exports to EU,231.427
15242,North Macedonia,2017-05,Exports to EU,237.358
15243,North Macedonia,2017-06,Exports to EU,155.44
15244,North Macedonia,2017-07,Exports to EU,171.844
15245,North Macedonia,2017-08,Exports to EU,118.658
15246,North Macedonia,2017-09,Exports to EU,209.947
15247,North Macedonia,2017-10,Exports to EU,214.804
15248,North Macedonia,2017-11,Exports to EU,161.468
15249,North Macedonia,2017-12,Exports to EU,267.381
15250,North Macedonia,2018-01,Exports to EU,364.189
15251,North Macedonia,2018-02,Exports to EU,262.324
15252,North Macedonia,2018-03,Exports to EU,207.24
15253,North Macedonia,2018-04,Exports to EU,269.748
15254,North Macedonia,2018-05,Exports to EU,291.743
15255,North Macedonia,2018-06,Exports to EU,219.683
15256,North Macedonia,2018-07,Exports to EU,295.473
15257,North Macedonia,2018-08,Exports to EU,191.605
15258,North Macedonia,2018-09,Exports to EU,274.029
15259,North Macedonia,2018-10,Exports to EU,252.855
15260,North Macedonia,2018-11,Exports to EU,308.146
15261,North Macedonia,2018-12,Exports to EU,455.08
15262,North Macedonia,2019-01,Exports to EU,212.484
15263,North Macedonia,2019-02,Exports to EU,303.182
15264,North Macedonia,2019-03,Exports to EU,285.467
15265,North Macedonia,2019-04,Exports to EU,248.904
15266,North Macedonia,2019-05,Exports to EU,386.462
15267,North Macedonia,2019-06,Exports to EU,236.525
15268,North Macedonia,2019-07,Exports to EU,252.433
15269,North Macedonia,2019-08,Exports to EU,165.858
15270,North Macedonia,2019-09,Exports to EU,205.434
15271,North Macedonia,2019-10,Exports to EU,157.854
15272,North Macedonia,2019-11,Exports to EU,250.429
15273,North Macedonia,2019-12,Exports to EU,326.908
15274,North Macedonia,2020-01,Exports to EU,300.525
15275,North Macedonia,2020-02,Exports to EU,280.403
15276,North Macedonia,2020-03,Exports to EU,199.287
15277,North Macedonia,2020-04,Exports to EU,246.66
15278,North Macedonia,2020-05,Exports to EU,276.246
15279,North Macedonia,2020-06,Exports to EU,230.646
15280,North Macedonia,2020-07,Exports to EU,307.849
15281,North Macedonia,2020-08,Exports to EU,323.092
15282,North Macedonia,2020-09,Exports to EU,232.337
15283,North Macedonia,2020-10,Exports to EU,267.501
15284,North Macedonia,2020-11,Exports to EU,204.843
15285,North Macedonia,2020-12,Exports to EU,116.618
15286,North Macedonia,2021-01,Exports to EU,172.813
15287,North Macedonia,2021-02,Exports to EU,279.365
15288,North Macedonia,2021-03,Exports to EU,274.807
15289,North Macedonia,2021-04,Exports to EU,130.762
15290,North Macedonia,2021-05,Exports to EU,178.862
15291,North Macedonia,2021-06,Exports to EU,226.236
15292,North Macedonia,2021-07,Exports to EU,271.835
15293,North Macedonia,2021-08,Exports to EU,274.809
15294,North Macedonia,2021-09,Exports to EU,296.556
15295,North Macedonia,2021-10,Exports to EU,124.653
15296,North Macedonia,2021-11,Exports to EU,157.948
15297,North Macedonia,2021-12,Exports to EU,204.031
15298,North Macedonia,2022-01,Exports to EU,221.52
15299,North Macedonia,2022-02,Exports to EU,217.222
15300,North Macedonia,2022-03,Exports to EU,269.865
15301,North Macedonia,2022-04,Exports to EU,230.651
15302,North Macedonia,2022-05,Exports to EU,372.783
15303,Malta,2017-01,Exports to EU,0.0
15304,Malta,2017-02,Exports to EU,0.0
15305,Malta,2017-03,Exports to EU,0.0
15306,Malta,2017-04,Exports to EU,0.0
15307,Malta,2017-05,Exports to EU,0.0
15308,Malta,2017-06,Exports to EU,0.0
15309,Malta,2017-07,Exports to EU,0.0
15310,Malta,2017-08,Exports to EU,0.0
15311,Malta,2017-09,Exports to EU,0.0
15312,Malta,2017-10,Exports to EU,0.0
15313,Malta,2017-11,Exports to EU,0.0
15314,Malta,2017-12,Exports to EU,0.0
15315,Malta,2018-01,Exports to EU,0.021
15316,Malta,2018-02,Exports to EU,0.556
15317,Malta,2018-03,Exports to EU,0.007
15318,Malta,2018-04,Exports to EU,0.03
15319,Malta,2018-05,Exports to EU,1.094
15320,Malta,2018-06,Exports to EU,0.896
15321,Malta,2018-07,Exports to EU,0.723
15322,Malta,2018-08,Exports to EU,1.51
15323,Malta,2018-09,Exports to EU,0.633
15324,Malta,2018-10,Exports to EU,0.302
15325,Malta,2018-11,Exports to EU,1.105
15326,Malta,2018-12,Exports to EU,3.674
15327,Malta,2019-01,Exports to EU,0.379
15328,Malta,2019-02,Exports to EU,0.203
15329,Malta,2019-03,Exports to EU,0.449
15330,Malta,2019-04,Exports to EU,3.048
15331,Malta,2019-05,Exports to EU,8.455
15332,Malta,2019-06,Exports to EU,1.298
15333,Malta,2019-07,Exports to EU,0.031
15334,Malta,2019-08,Exports to EU,0.022
15335,Malta,2019-09,Exports to EU,0.022
15336,Malta,2019-10,Exports to EU,5.329
15337,Malta,2019-11,Exports to EU,0.343
15338,Malta,2019-12,Exports to EU,0.538
15339,Malta,2020-01,Exports to EU,0.0
15340,Malta,2020-02,Exports to EU,0.0
15341,Malta,2020-03,Exports to EU,0.26
15342,Malta,2020-04,Exports to EU,0.901
15343,Malta,2020-05,Exports to EU,1.328
15344,Malta,2020-06,Exports to EU,1.248
15345,Malta,2020-07,Exports to EU,0.151
15346,Malta,2020-08,Exports to EU,0.03
15347,Malta,2020-09,Exports to EU,0.158
15348,Malta,2020-10,Exports to EU,0.108
15349,Malta,2020-11,Exports to EU,0.011
15350,Malta,2020-12,Exports to EU,0.037
15351,Malta,2021-01,Exports to EU,0.14
15352,Malta,2021-02,Exports to EU,0.384
15353,Malta,2021-03,Exports to EU,1.187
15354,Malta,2021-04,Exports to EU,14.483
15355,Malta,2021-05,Exports to EU,11.47
15356,Malta,2021-06,Exports to EU,6.512
15357,Malta,2021-07,Exports to EU,1.059
15358,Malta,2021-08,Exports to EU,0.011
15359,Malta,2021-09,Exports to EU,0.015
15360,Malta,2021-10,Exports to EU,0.5
15361,Malta,2021-11,Exports to EU,0.046
15362,Malta,2021-12,Exports to EU,0.079
15363,Malta,2022-01,Exports to EU,0.034
15364,Malta,2022-02,Exports to EU,0.133
15365,Malta,2022-03,Exports to EU,0.111
15366,Malta,2022-04,Exports to EU,0.128
15367,Malta,2022-05,Exports to EU,1.845
15368,Malta,2022-06,Exports to EU,0.161
15369,Netherlands,2017-01,Exports to EU,2331.0
15370,Netherlands,2017-02,Exports to EU,1813.0
15371,Netherlands,2017-03,Exports to EU,1660.0
15372,Netherlands,2017-04,Exports to EU,1778.0
15373,Netherlands,2017-05,Exports to EU,1190.0
15374,Netherlands,2017-06,Exports to EU,1104.0
15375,Netherlands,2017-07,Exports to EU,1257.0
15376,Netherlands,2017-08,Exports to EU,909.0
15377,Netherlands,2017-09,Exports to EU,1202.0
15378,Netherlands,2017-10,Exports to EU,1857.0
15379,Netherlands,2017-11,Exports to EU,2015.0
15380,Netherlands,2017-12,Exports to EU,1835.0
15381,Netherlands,2018-01,Exports to EU,1576.0
15382,Netherlands,2018-02,Exports to EU,2008.0
15383,Netherlands,2018-03,Exports to EU,1538.0
15384,Netherlands,2018-04,Exports to EU,1218.0
15385,Netherlands,2018-05,Exports to EU,0.0
15386,Netherlands,2018-06,Exports to EU,1052.0
15387,Netherlands,2018-07,Exports to EU,1288.0
15388,Netherlands,2018-08,Exports to EU,1575.0
15389,Netherlands,2018-09,Exports to EU,1861.0
15390,Netherlands,2018-10,Exports to EU,1977.0
15391,Netherlands,2018-11,Exports to EU,1800.0
15392,Netherlands,2018-12,Exports to EU,1789.0
15393,Netherlands,2019-01,Exports to EU,2036.549
15394,Netherlands,2019-02,Exports to EU,1832.737
15395,Netherlands,2019-03,Exports to EU,1665.516
15396,Netherlands,2019-04,Exports to EU,1053.968
15397,Netherlands,2019-05,Exports to EU,1800.291
15398,Netherlands,2019-06,Exports to EU,1056.841
15399,Netherlands,2019-07,Exports to EU,1309.013
15400,Netherlands,2019-08,Exports to EU,1270.236
15401,Netherlands,2019-09,Exports to EU,1358.109
15402,Netherlands,2019-10,Exports to EU,1532.944
15403,Netherlands,2019-11,Exports to EU,1745.016
15404,Netherlands,2019-12,Exports to EU,1546.412
15405,Netherlands,2020-01,Exports to EU,1996.45
15406,Netherlands,2020-02,Exports to EU,1024.417
15407,Netherlands,2020-03,Exports to EU,1169.965
15408,Netherlands,2020-04,Exports to EU,996.006
15409,Netherlands,2020-05,Exports to EU,1767.969
15410,Netherlands,2020-06,Exports to EU,1124.414
15411,Netherlands,2020-07,Exports to EU,2117.337
15412,Netherlands,2020-08,Exports to EU,1896.862
15413,Netherlands,2020-09,Exports to EU,1612.686
15414,Netherlands,2020-10,Exports to EU,1385.766
15415,Netherlands,2020-11,Exports to EU,1392.088
15416,Netherlands,2020-12,Exports to EU,1473.899
15417,Netherlands,2021-01,Exports to EU,1610.804
15418,Netherlands,2021-02,Exports to EU,1597.075
15419,Netherlands,2021-03,Exports to EU,1995.404
15420,Netherlands,2021-04,Exports to EU,1663.867
15421,Netherlands,2021-05,Exports to EU,1421.268
15422,Netherlands,2021-06,Exports to EU,794.59
15423,Netherlands,2021-07,Exports to EU,1048.114
15424,Netherlands,2021-08,Exports to EU,703.122
15425,Netherlands,2021-09,Exports to EU,935.243
15426,Netherlands,2021-10,Exports to EU,1024.6
15427,Netherlands,2021-11,Exports to EU,1452.178
15428,Netherlands,2021-12,Exports to EU,1589.98
15429,Netherlands,2022-01,Exports to EU,1547.774
15430,Netherlands,2022-02,Exports to EU,1236.966
15431,Netherlands,2022-03,Exports to EU,1882.245
15432,Netherlands,2022-04,Exports to EU,1302.505
15433,Netherlands,2022-05,Exports to EU,1301.361
15434,Norway,2017-01,Exports to EU,1837.314
15435,Norway,2017-02,Exports to EU,1289.626
15436,Norway,2017-03,Exports to EU,1120.696
15437,Norway,2017-04,Exports to EU,1272.057
15438,Norway,2017-05,Exports to EU,1768.047
15439,Norway,2017-06,Exports to EU,2121.105
15440,Norway,2017-07,Exports to EU,2108.943
15441,Norway,2017-08,Exports to EU,2187.16
15442,Norway,2017-09,Exports to EU,2217.931
15443,Norway,2017-10,Exports to EU,1908.369
15444,Norway,2017-11,Exports to EU,1749.147
15445,Norway,2017-12,Exports to EU,1695.782
15446,Norway,2018-01,Exports to EU,1868.084
15447,Norway,2018-02,Exports to EU,1730.665
15448,Norway,2018-03,Exports to EU,906.703
15449,Norway,2018-04,Exports to EU,565.361
15450,Norway,2018-05,Exports to EU,1272.472
15451,Norway,2018-06,Exports to EU,1500.334
15452,Norway,2018-07,Exports to EU,1597.91
15453,Norway,2018-08,Exports to EU,1901.373
15454,Norway,2018-09,Exports to EU,1910.369
15455,Norway,2018-10,Exports to EU,1994.959
15456,Norway,2018-11,Exports to EU,1940.213
15457,Norway,2018-12,Exports to EU,1300.414
15458,Norway,2019-01,Exports to EU,1337.088
15459,Norway,2019-02,Exports to EU,529.243
15460,Norway,2019-03,Exports to EU,379.04
15461,Norway,2019-04,Exports to EU,622.421
15462,Norway,2019-05,Exports to EU,738.937
15463,Norway,2019-06,Exports to EU,1209.98
15464,Norway,2019-07,Exports to EU,1577.476
15465,Norway,2019-08,Exports to EU,1708.17
15466,Norway,2019-09,Exports to EU,1769.917
15467,Norway,2019-10,Exports to EU,825.575
15468,Norway,2019-11,Exports to EU,974.904
15469,Norway,2019-12,Exports to EU,636.411
15470,Norway,2020-01,Exports to EU,946.538
15471,Norway,2020-02,Exports to EU,1088.892
15472,Norway,2020-03,Exports to EU,1735.428
15473,Norway,2020-04,Exports to EU,1974.636
15474,Norway,2020-05,Exports to EU,2111.298
15475,Norway,2020-06,Exports to EU,1712.887
15476,Norway,2020-07,Exports to EU,2340.681
15477,Norway,2020-08,Exports to EU,2595.321
15478,Norway,2020-09,Exports to EU,2557.765
15479,Norway,2020-10,Exports to EU,2883.94
15480,Norway,2020-11,Exports to EU,1957.51
15481,Norway,2020-12,Exports to EU,3063.354
15482,Norway,2021-01,Exports to EU,2268.986
15483,Norway,2021-02,Exports to EU,1188.611
15484,Norway,2021-03,Exports to EU,1606.205
15485,Norway,2021-04,Exports to EU,1841.313
15486,Norway,2021-05,Exports to EU,2224.828
15487,Norway,2021-06,Exports to EU,2671.773
15488,Norway,2021-07,Exports to EU,2574.092
15489,Norway,2021-08,Exports to EU,1767.696
15490,Norway,2021-09,Exports to EU,2114.406
15491,Norway,2021-10,Exports to EU,1723.011
15492,Norway,2021-11,Exports to EU,2190.854
15493,Norway,2021-12,Exports to EU,2106.48
15494,Norway,2022-01,Exports to EU,1907.8
15495,Norway,2022-02,Exports to EU,1278.766
15496,Norway,2022-03,Exports to EU,2254.626
15497,Norway,2022-04,Exports to EU,1364.928
15498,Norway,2022-05,Exports to EU,1556.138
15499,Poland,2017-01,Exports to EU,1638.998
15500,Poland,2017-02,Exports to EU,1307.47
15501,Poland,2017-03,Exports to EU,929.188
15502,Poland,2017-04,Exports to EU,861.93
15503,Poland,2017-05,Exports to EU,914.728
15504,Poland,2017-06,Exports to EU,813.159
15505,Poland,2017-07,Exports to EU,936.881
15506,Poland,2017-08,Exports to EU,640.348
15507,Poland,2017-09,Exports to EU,534.196
15508,Poland,2017-10,Exports to EU,637.935
15509,Poland,2017-11,Exports to EU,857.497
15510,Poland,2017-12,Exports to EU,911.731
15511,Poland,2018-01,Exports to EU,736.227
15512,Poland,2018-02,Exports to EU,644.131
15513,Poland,2018-03,Exports to EU,612.084
15514,Poland,2018-04,Exports to EU,406.889
15515,Poland,2018-05,Exports to EU,454.774
15516,Poland,2018-06,Exports to EU,460.105
15517,Poland,2018-07,Exports to EU,773.788
15518,Poland,2018-08,Exports to EU,1030.335
15519,Poland,2018-09,Exports to EU,613.118
15520,Poland,2018-10,Exports to EU,749.38
15521,Poland,2018-11,Exports to EU,647.091
15522,Poland,2018-12,Exports to EU,993.379
15523,Poland,2019-01,Exports to EU,1030.032
15524,Poland,2019-02,Exports to EU,619.544
15525,Poland,2019-03,Exports to EU,541.118
15526,Poland,2019-04,Exports to EU,498.335
15527,Poland,2019-05,Exports to EU,615.739
15528,Poland,2019-06,Exports to EU,454.019
15529,Poland,2019-07,Exports to EU,658.094
15530,Poland,2019-08,Exports to EU,506.419
15531,Poland,2019-09,Exports to EU,633.933
15532,Poland,2019-10,Exports to EU,545.84
15533,Poland,2019-11,Exports to EU,429.609
15534,Poland,2019-12,Exports to EU,712.67
15535,Poland,2020-01,Exports to EU,1134.71
15536,Poland,2020-02,Exports to EU,720.525
15537,Poland,2020-03,Exports to EU,817.736
15538,Poland,2020-04,Exports to EU,557.779
15539,Poland,2020-05,Exports to EU,449.837
15540,Poland,2020-06,Exports to EU,325.795
15541,Poland,2020-07,Exports to EU,479.248
15542,Poland,2020-08,Exports to EU,396.417
15543,Poland,2020-09,Exports to EU,382.875
15544,Poland,2020-10,Exports to EU,452.885
15545,Poland,2020-11,Exports to EU,735.973
15546,Poland,2020-12,Exports to EU,903.295
15547,Poland,2021-01,Exports to EU,999.371
15548,Poland,2021-02,Exports to EU,548.111
15549,Poland,2021-03,Exports to EU,704.398
15550,Poland,2021-04,Exports to EU,1133.311
15551,Poland,2021-05,Exports to EU,703.656
15552,Poland,2021-06,Exports to EU,780.949
15553,Poland,2021-07,Exports to EU,1129.777
15554,Poland,2021-08,Exports to EU,1313.392
15555,Poland,2021-09,Exports to EU,1722.222
15556,Poland,2021-10,Exports to EU,1886.18
15557,Poland,2021-11,Exports to EU,1678.904
15558,Poland,2021-12,Exports to EU,1611.793
15559,Poland,2022-01,Exports to EU,1585.554
15560,Poland,2022-02,Exports to EU,1403.235
15561,Poland,2022-03,Exports to EU,1710.209
15562,Poland,2022-04,Exports to EU,1645.938
15563,Poland,2022-05,Exports to EU,1598.708
15564,Portugal,2017-01,Exports to EU,840.156
15565,Portugal,2017-02,Exports to EU,917.075
15566,Portugal,2017-03,Exports to EU,683.632
15567,Portugal,2017-04,Exports to EU,576.205
15568,Portugal,2017-05,Exports to EU,614.421
15569,Portugal,2017-06,Exports to EU,632.376
15570,Portugal,2017-07,Exports to EU,813.0
15571,Portugal,2017-08,Exports to EU,900.213
15572,Portugal,2017-09,Exports to EU,604.753
15573,Portugal,2017-10,Exports to EU,373.0
